id,sentence,script_type,char_pinyin_pairs,english_translation,sentence_hsk_level
52091,你醒了吗？,simplified,你:ni3|醒:xing3|了:le|吗:ma|？:,Are you awake?,4
52092,你醒来了吗？,simplified,你:ni3|醒:xing3|来:lai2|了:le|吗:ma|？:,Did you wake up?,4
52093,她在睡觉吗？,simplified,她:ta1|在:zai4|睡:shui4|觉:jiao4|吗:ma|？:,Is she sleeping?,1
52094,你醒了没？,neutral,你:ni3|醒:xing3|了:le|没:mei2|？:,Are you awake?,4
52095,你醒来了没？,simplified,你:ni3|醒:xing3|来:lai2|了:le|没:mei2|？:,Did you wake up?,4
52096,我没懂你说什么。,simplified,我:wo3|没:mei2|懂:dong3|你:ni3|说:shuo1|什:shen2|么:me|。:,I didn't understand what you said.,2
52097,有吗？,simplified,有:you3|吗:ma|？:,Is there?,1
52098,我不是德国人。,simplified,我:wo3|不:bu2|是:shi4|德:de2|国:guo2|人:ren2|。:,I'm not German.,5
52099,我不是中国人。,simplified,我:wo3|不:bu2|是:shi4|中:zhong1|国:guo2|人:ren2|。:,I'm not Chinese.,1
52100,我洗了个澡。,neutral,我:wo3|洗:xi3|了:le|个:ge4|澡:zao3|。:,I took a shower.,2
52101,我洗澡了。,neutral,我:wo3|洗:xi3|澡:zao3|了:le|。:,I took a shower.,2
52102,我冲澡了。,neutral,我:wo3|冲:chong1|澡:zao3|了:le|。:,I had a shower.,4
52103,你洗澡了。,neutral,你:ni3|洗:xi3|澡:zao3|了:le|。:,You took a shower.,2
52104,你洗了个澡。,neutral,你:ni3|洗:xi3|了:le|个:ge4|澡:zao3|。:,You had a shower.,2
52105,你冲澡了。,neutral,你:ni3|冲:chong1|澡:zao3|了:le|。:,You took a shower.,4
52106,我吃完饭了。,simplified,我:wo3|吃:chi1|完:wan2|饭:fan4|了:le|。:,I finished eating.,2
52107,我吃好饭了。,simplified,我:wo3|吃:chi1|好:hao3|饭:fan4|了:le|。:,I had a good meal.,1
52108,我洗完澡了。,neutral,我:wo3|洗:xi3|完:wan2|澡:zao3|了:le|。:,I finished my shower.,2
52109,我睡觉了。,simplified,我:wo3|睡:shui4|觉:jiao4|了:le|。:,I went to sleep.,1
52110,我要吃饭了。,simplified,我:wo3|要:yao4|吃:chi1|饭:fan4|了:le|。:,I'm going to eat.,1
52111,你是什么意思？,neutral,你:ni3|是:shi4|什:shen2|么:me|意:yi4|思:si|？:,What do you mean?,2
52112,你们是哪里人？,simplified,你:ni3|们:men|是:shi4|哪:na3|里:li3|人:ren2|？:,Where are you from?,1
52113,您是哪里人？,neutral,您:nin2|是:shi4|哪:na3|里:li3|人:ren2|？:,Where are you from?,1
52114,你在干嘛？,neutral,你:ni3|在:zai4|干:gan4|嘛:ma2|？:,What are you doing?,6
52115,在做什么？,neutral,在:zai4|做:zuo4|什:shen2|么:me|？:,What are you doing?,1
52116,在干什么？,neutral,在:zai4|干:gan4|什:shen2|么:me|？:,What are you doing?,1
52117,你必须为自己的行为负责。,simplified,你:ni3|必:bi4|须:xu1|为:wei4|自:zi4|己:ji3|的:de|行:xing2|为:wei2|负:fu4|责:ze2|。:,You must take responsibility for your actions.,3
52118,空間科學還在起步階段。,traditional,空:kong1|間:jian1|科:ke1|學:xue2|還:hai2|在:zai4|起:qi3|步:bu4|階:jie1|段:duan4|。:,Space science is still in its early stages.,4
52119,福特先生現在安好。,traditional,福:fu2|特:te4|先:xian1|生:sheng1|現:xian4|在:zai4|安:an1|好:hao3|。:,Mr. Ford is doing well now.,3
52120,我的樂隊名叫紅熱。,traditional,我:wo3|的:de|樂:yue4|隊:dui4|名:ming2|叫:jiao4|紅:hong2|熱:re4|。:,My band is called Red Hot.,2
52121,這計劃執行起來花銷會很大。,traditional,這:zhe4|計:ji4|劃:hua4|執:zhi2|行:xing2|起:qi3|來:lai2|花:hua1|銷:xiao1|會:hui4|很:hen3|大:da4|。:,This plan will be very expensive to implement.,5
52122,你不需要考试。,simplified,你:ni3|不:bu4|需:xu1|要:yao4|考:kao3|试:shi4|。:,You don't need to take the exam.,3
52123,我一吃冰淇淋就高興。,traditional,我:wo3|一:yi1|吃:chi1|冰:bing1|淇:qi2|淋:lin2|就:jiu4|高:gao1|興:xing4|。:,I get happy as soon as I eat ice cream.,beyond-hsk
52124,那真是好極了。,traditional,那:na4|真:zhen1|是:shi4|好:hao3|極:ji2|了:le|。:,That's really great.,3
52125,尽管政府拒绝承认，它的经济政策还是失败了。,simplified,尽:jin3|管:guan3|政:zheng4|府:fu3|拒:ju4|绝:jue2|承:cheng2|认:ren4|，:|它:ta1|的:de|经:jing1|济:ji4|政:zheng4|策:ce4|还:hai2|是:shi4|失:shi1|败:bai4|了:le|。:,"Despite the government's refusal to acknowledge it, its economic policy has failed.",6
52126,学生们现在都坐在桌前。,simplified,学:xue2|生:sheng1|们:men|现:xian4|在:zai4|都:dou1|坐:zuo4|在:zai4|桌:zhuo1|前:qian2|。:,The students are all sitting at their desks now.,1
52127,教师用手指指着我，要我跟她走。,neutral,教:jiao4|师:shi1|用:yong4|手:shou3|指:zhi3|指:zhi3|着:zhe|我:wo3|，:|要:yao4|我:wo3|跟:gen1|她:ta1|走:zou3|。:,"The teacher pointed at me with her finger, asking me to follow her.",3
52128,船长要为乘客安全负责。,simplified,船:chuan2|长:zhang3|要:yao4|为:wei4|乘:cheng2|客:ke4|安:an1|全:quan2|负:fu4|责:ze2|。:,The captain is responsible for the safety of the passengers.,5
52129,他告诉我他那时很忙。,simplified,他:ta1|告:gao4|诉:su4|我:wo3|他:ta1|那:na4|时:shi2|很:hen3|忙:mang2|。:,He told me he was very busy at that time.,1
52130,他能說法語，當然還有英語。,traditional,他:ta1|能:neng2|說:shuo1|法:fa3|語:yu3|，:|當:dang1|然:ran2|還:hai2|有:you3|英:ying1|語:yu3|。:,"He can speak French, and of course, English as well.",2
52131,她给她妈妈打电话。,simplified,她:ta1|给:gei3|她:ta1|妈:ma1|妈:ma1|打:da3|电:dian4|话:hua4|。:,She called her mom.,1
52132,她总和她父母吵架。,simplified,她:ta1|总:zong3|和:he2|她:ta1|父:fu4|母:mu3|吵:chao3|架:jia4|。:,She always argues with her parents.,3
52133,毕竟，这家伙有一次想杀我爸。,simplified,毕:bi4|竟:jing4|，:|这:zhe4|家:jia1|伙:huo|有:you3|一:yi1|次:ci4|想:xiang3|杀:sha1|我:wo3|爸:ba4|。:,"After all, this guy once wanted to kill my dad.",5
52134,你可以用这种方式表达这句话。,simplified,你:ni3|可:ke3|以:yi3|用:yong4|这:zhe4|种:zhong3|方:fang1|式:shi4|表:biao3|达:da2|这:zhe4|句:ju4|话:hua4|。:,You can express this sentence in this way.,3
52135,真是惊人至极。,simplified,真:zhen1|是:shi4|惊:jing1|人:ren2|至:zhi4|极:ji2|。:,It's truly astonishing.,4
52136,事实是倔强的，但统计是柔顺的。,simplified,事:shi4|实:shi2|是:shi4|倔:jue2|强:jiang4|的:de|，:|但:dan4|统:tong3|计:ji4|是:shi4|柔:rou2|顺:shun4|的:de|。:,"Facts are stubborn, but statistics are pliable.",7-9
52137,玛丽给汤姆礼物。,simplified,玛:ma3|丽:li4|给:gei3|汤:tang1|姆:mu3|礼:li3|物:wu4|。:,Mary gave Tom a gift.,beyond-hsk
52138,你订这报纸了吗？,simplified,你:ni3|订:ding4|这:zhe4|报:bao4|纸:zhi3|了:le|吗:ma|？:,Did you subscribe to this newspaper?,3
52139,凯瑟琳女士，我无话可说。,simplified,凯:kai3|瑟:se4|琳:lin2|女:nv3|士:shi4|，:|我:wo3|无:wu2|话:hua4|可:ke3|说:shuo1|。:,"Ms. Catherine, I have nothing to say.",beyond-hsk
52140,我们可以把间断平衡理论应用到语言上。,simplified,我:wo3|们:men|可:ke3|以:yi3|把:ba3|间:jian4|断:duan4|平:ping2|衡:heng2|理:li3|论:lun4|应:ying4|用:yong4|到:dao4|语:yu3|言:yan2|上:shang4|。:,We can apply the theory of discontinuous balance to language.,6
52141,请看这本书。,simplified,请:qing3|看:kan4|这:zhe4|本:ben3|书:shu1|。:,Please look at this book.,1
52142,汤姆明天能来我们的聚会。,simplified,汤:tang1|姆:mu3|明:ming2|天:tian1|能:neng2|来:lai2|我:wo3|们:men|的:de|聚:ju4|会:hui4|。:,Tom can come to our party tomorrow.,7-9
52143,湯姆昨天到波士頓了。,traditional,湯:tang1|姆:mu3|昨:zuo2|天:tian1|到:dao4|波:bo1|士:shi4|頓:dun4|了:le|。:,Tom arrived in Boston yesterday.,7-9
52144,开个聚会很好。,neutral,开:kai1|个:ge4|聚:ju4|会:hui4|很:hen3|好:hao3|。:,It's nice to have a party.,4
52145,玛丽更想把头发染成金色。,simplified,玛:ma3|丽:li4|更:geng4|想:xiang3|把:ba3|头:tou2|发:fa4|染:ran3|成:cheng2|金:jin1|色:se4|。:,Mary wants to dye her hair blonde.,beyond-hsk
52146,有时候成人表现得像儿童。,simplified,有:you3|时:shi2|候:hou4|成:cheng2|人:ren2|表:biao3|现:xian4|得:de2|像:xiang4|儿:er2|童:tong2|。:,Sometimes adults behave like children.,4
52147,我得卖我的房子。,simplified,我:wo3|得:de2|卖:mai4|我:wo3|的:de|房:fang2|子:zi|。:,I have to sell my house.,2
52148,我们公司与其分公司会共享你的个人信息。,simplified,我:wo3|们:men|公:gong1|司:si1|与:yu3|其:qi2|分:fen1|公:gong1|司:si1|会:hui4|共:gong4|享:xiang3|你:ni3|的:de|个:ge4|人:ren2|信:xin4|息:xi1|。:,Our company will share your personal information with its subsidiaries.,5
52149,我想让汤姆赢。,simplified,我:wo3|想:xiang3|让:rang4|汤:tang1|姆:mu3|赢:ying2|。:,I want Tom to win.,7-9
52150,你想吃点午饭吗？,simplified,你:ni3|想:xiang3|吃:chi1|点:dian3|午:wu3|饭:fan4|吗:ma|？:,Do you want to have some lunch?,1
52151,你为什么不做？,simplified,你:ni3|为:wei4|什:shen2|么:me|不:bu4|做:zuo4|？:,Why don't you do it?,2
52152,你在偷听。,neutral,你:ni3|在:zai4|偷:tou1|听:ting1|。:,You're eavesdropping.,5
52153,客廳的家具風格現代。,traditional,客:ke4|廳:ting1|的:de|家:jia1|具:ju4|風:feng1|格:ge2|現:xian4|代:dai4|。:,The furniture in the living room has a modern style.,5
52154,汤姆是种族主义者。,simplified,汤:tang1|姆:mu3|是:shi4|种:zhong3|族:zu2|主:zhu3|义:yi4|者:zhe3|。:,Tom is a racist.,7-9
52155,我全靠自己。,neutral,我:wo3|全:quan2|靠:kao4|自:zi4|己:ji3|。:,I rely entirely on myself.,2
52156,我当然不想被人看见跟汤姆在一起。,simplified,我:wo3|当:dang1|然:ran2|不:bu4|想:xiang3|被:bei4|人:ren2|看:kan4|见:jian4|跟:gen1|汤:tang1|姆:mu3|在:zai4|一:yi4|起:qi3|。:,"Of course, I don't want anyone to see me with Tom.",7-9
52157,我一直聪明。,simplified,我:wo3|一:yi4|直:zhi2|聪:cong1|明:ming2|。:,I've always been smart.,5
52158,我知道汤姆在做什么。,simplified,我:wo3|知:zhi1|道:dao4|汤:tang1|姆:mu3|在:zai4|做:zuo4|什:shen2|么:me|。:,I know what Tom is doing.,7-9
52159,我在三小时前见过汤姆。,simplified,我:wo3|在:zai4|三:san1|小:xiao3|时:shi2|前:qian2|见:jian4|过:guo4|汤:tang1|姆:mu3|。:,I saw Tom three hours ago.,7-9
52160,感知即现实。,simplified,感:gan3|知:zhi1|即:ji2|现:xian4|实:shi2|。:,Perception is reality.,4
52161,汤姆吹灭了蛋糕上的所有蜡烛。,simplified,汤:tang1|姆:mu3|吹:chui1|灭:mie4|了:le|蛋:dan4|糕:gao1|上:shang4|的:de|所:suo3|有:you3|蜡:la4|烛:zhu2|。:,Tom blew out all the candles on the cake.,7-9
52162,汤姆不会让你进他的屋子。,simplified,汤:tang1|姆:mu3|不:bu2|会:hui4|让:rang4|你:ni3|进:jin4|他:ta1|的:de|屋:wu1|子:zi|。:,Tom won't let you into his house.,7-9
52163,我会为汤姆做任何事。,simplified,我:wo3|会:hui4|为:wei4|汤:tang1|姆:mu3|做:zuo4|任:ren4|何:he2|事:shi4|。:,I would do anything for Tom.,7-9
52164,我没想到这里有这么多人。,neutral,我:wo3|没:mei2|想:xiang3|到:dao4|这:zhe4|里:li3|有:you3|这:zhe4|么:me|多:duo1|人:ren2|。:,I didn't expect there to be so many people here.,1
52165,他们都是艺术家。,simplified,他:ta1|们:men|都:dou1|是:shi4|艺:yi4|术:shu4|家:jia1|。:,They are all artists.,3
52166,他来时她在画玫瑰。,simplified,他:ta1|来:lai2|时:shi2|她:ta1|在:zai4|画:hua4|玫:mei2|瑰:gui1|。:,She was painting roses when he arrived.,7-9
52167,机密文件被藏起来了。,simplified,机:ji1|密:mi4|文:wen2|件:jian4|被:bei4|藏:cang2|起:qi3|来:lai2|了:le|。:,The confidential documents were hidden.,6
52168,我在布加勒斯特遇见安卡时，她在学习。,simplified,我:wo3|在:zai4|布:bu4|加:jia1|勒:lei1|斯:si1|特:te4|遇:yu4|见:jian4|安:an1|卡:ka3|时:shi2|，:|她:ta1|在:zai4|学:xue2|习:xi2|。:,"When I met Anka in Bucharest, she was studying.",7-9
52169,他在星期六下午做什么？,neutral,他:ta1|在:zai4|星:xing1|期:qi1|六:liu4|下:xia4|午:wu3|做:zuo4|什:shen2|么:me|？:,What does he do on Saturday afternoons?,1
52170,我们今晚出去。,simplified,我:wo3|们:men|今:jin1|晚:wan3|出:chu1|去:qu4|。:,We're going out tonight.,1
52171,你可以依靠它。,neutral,你:ni3|可:ke3|以:yi3|依:yi1|靠:kao4|它:ta1|。:,You can rely on it.,4
52172,你覺得他們發現了嗎？,traditional,你:ni3|覺:jue2|得:de2|他:ta1|們:men|發:fa1|現:xian4|了:le|嗎:ma|？:,Do you think they found out?,2
52173,那太多了吗？,simplified,那:na4|太:tai4|多:duo1|了:le|吗:ma|？:,Is that too much?,1
52174,汤姆从人群中拥出来。,simplified,汤:tang1|姆:mu3|从:cong2|人:ren2|群:qun2|中:zhong1|拥:yong1|出:chu1|来:lai2|。:,Tom pushed his way out of the crowd.,7-9
52175,你没打算耍我，对吧？,neutral,你:ni3|没:mei2|打:da3|算:suan4|耍:shua3|我:wo3|，:|对:dui4|吧:ba|？:,"You didn't plan to mess with me, right?",7-9
52176,门被踢开了。,simplified,门:men2|被:bei4|踢:ti1|开:kai1|了:le|。:,The door was kicked open.,6
52177,汤姆没走。,simplified,汤:tang1|姆:mu3|没:mei2|走:zou3|。:,Tom didn't leave.,7-9
52178,我希望我能说法语说得更好。,simplified,我:wo3|希:xi1|望:wang4|我:wo3|能:neng2|说:shuo1|法:fa3|语:yu3|说:shuo1|得:de2|更:geng4|好:hao3|。:,I wish I could speak French better.,3
52179,可能是值得的。,neutral,可:ke3|能:neng2|是:shi4|值:zhi2|得:de|的:de|。:,It might be worth it.,3
52180,给我说说你去过的一些地方。,simplified,给:gei3|我:wo3|说:shuo1|说:shuo1|你:ni3|去:qu4|过:guo4|的:de|一:yi1|些:xie1|地:di4|方:fang1|。:,Tell me about some places you've been.,1
52181,华盛顿的新保守主义者不该把航空母舰放到离俄罗斯和中国太近的地方。这两个国家有能粉碎它们的武器。,simplified,华:hua2|盛:sheng4|顿:dun4|的:de|新:xin1|保:bao3|守:shou3|主:zhu3|义:yi4|者:zhe3|不:bu4|该:gai1|把:ba3|航:hang2|空:kong1|母:mu3|舰:jian4|放:fang4|到:dao4|离:li2|俄:e2|罗:luo2|斯:si1|和:he2|中:zhong1|国:guo2|太:tai4|近:jin4|的:de|地:di4|方:fang1|。:|这:zhe4|两:liang3|个:ge4|国:guo2|家:jia1|有:you3|能:neng2|粉:fen3|碎:sui4|它:ta1|们:men|的:de|武:wu3|器:qi4|。:,Washington's neoconservatives shouldn't place aircraft carriers too close to Russia and China. Both countries have weapons that can destroy them.,7-9
52182,你不该相信我。,simplified,你:ni3|不:bu4|该:gai1|相:xiang1|信:xin4|我:wo3|。:,You shouldn't trust me.,2
52183,我當然告訴了他們。,traditional,我:wo3|當:dang1|然:ran2|告:gao4|訴:su4|了:le|他:ta1|們:men|。:,"Of course, I told them.",2
52184,除了他们，每个人都留下了。,simplified,除:chu2|了:le|他:ta1|们:men|，:|每:mei3|个:ge4|人:ren2|都:dou1|留:liu2|下:xia4|了:le|。:,Everyone left except for them.,3
52185,丹的家庭电话被警察监听了。,simplified,丹:dan1|的:de|家:jia1|庭:ting2|电:dian4|话:hua4|被:bei4|警:jing3|察:cha2|监:jian1|听:ting1|了:le|。:,Dan's home phone was tapped by the police.,7-9
52186,你爲什麼讓我看這箇？,traditional,你:ni3|爲:wei4|什:shen2|麼:me|讓:rang4|我:wo3|看:kan4|這:zhe4|箇:ge4|？:,Why did you make me look at this?,beyond-hsk
52187,湯姆脫光睡覺了。,traditional,湯:tang1|姆:mu3|脫:tuo1|光:guang1|睡:shui4|覺:jiao4|了:le|。:,Tom slept naked.,7-9
52188,這花是黃的。,traditional,這:zhe4|花:hua1|是:shi4|黃:huang2|的:de|。:,This flower is yellow.,2
52189,我現在有錢，能想買就買。,traditional,我:wo3|現:xian4|在:zai4|有:you3|錢:qian2|，:|能:neng2|想:xiang3|買:mai3|就:jiu4|買:mai3|。:,"I have money now, so I can buy whatever I want.",1
52190,那看著像血。,neutral,那:na4|看:kan4|著:zhe|像:xiang4|血:xue4|。:,That looks like blood.,4
52191,“哈哈哈！錢要像雨一樣下，小子們！下周這時候，我們就在錢裡游泳了！”,traditional,“:|哈:ha1|哈:ha1|哈:ha1|！:|錢:qian2|要:yao4|像:xiang4|雨:yu3|一:yi1|樣:yang4|下:xia4|，:|小:xiao3|子:zi|們:men|！:|下:xia4|周:zhou1|這:zhe4|時:shi2|候:hou4|，:|我:wo3|們:men|就:jiu4|在:zai4|錢:qian2|裡:li3|游:you2|泳:yong3|了:le|！:|”:,"""Hahaha! Money should fall like rain, boys! By this time next week, we'll be swimming in money!""",3
52192,他在事故中受了重傷。,traditional,他:ta1|在:zai4|事:shi4|故:gu4|中:zhong1|受:shou4|了:le|重:zhong4|傷:shang1|。:,He was seriously injured in the accident.,3
52193,那如果那是真的呢？,neutral,那:na4|如:ru2|果:guo3|那:na4|是:shi4|真:zhen1|的:de|呢:ne|？:,What if that's true?,2
52194,以前有人笑話我們。,traditional,以:yi3|前:qian2|有:you3|人:ren2|笑:xiao4|話:hua4|我:wo3|們:men|。:,People used to laugh at us.,2
52195,那差不多就是完美犯罪：我們到達現場，打開行李箱，殺了那人並消除指紋，但我們忘了藏屍體。,traditional,那:na4|差:cha4|不:bu|多:duo1|就:jiu4|是:shi4|完:wan2|美:mei3|犯:fan4|罪:zui4|：:|我:wo3|們:men|到:dao4|達:da2|現:xian4|場:chang3|，:|打:da3|開:kai1|行:xing2|李:li3|箱:xiang1|，:|殺:sha1|了:le|那:na4|人:ren2|並:bing4|消:xiao1|除:chu2|指:zhi3|紋:wen2|，:|但:dan4|我:wo3|們:men|忘:wang4|了:le|藏:cang2|屍:shi1|體:ti3|。:,"That’s pretty much the perfect crime: we arrive at the scene, open the suitcase, kill that person and eliminate fingerprints, but we forgot to hide the body.",7-9
52196,我要知道你怎麼想。,traditional,我:wo3|要:yao4|知:zhi1|道:dao4|你:ni3|怎:zen3|麼:me|想:xiang3|。:,I want to know what you think.,1
52197,棕榈油制造是导致印度尼西亚森林砍伐的主要原因。,simplified,棕:zong1|榈:lv2|油:you2|制:zhi4|造:zao4|是:shi4|导:dao3|致:zhi4|印:yin4|度:du4|尼:ni2|西:xi1|亚:ya4|森:sen1|林:lin2|砍:kan3|伐:fa2|的:de|主:zhu3|要:yao4|原:yuan2|因:yin1|。:,Palm oil production is the main cause of deforestation in Indonesia.,beyond-hsk
52198,汤姆和玛丽关系很好。,simplified,汤:tang1|姆:mu3|和:he2|玛:ma3|丽:li4|关:guan1|系:xi4|很:hen3|好:hao3|。:,Tom and Mary have a good relationship.,beyond-hsk
52199,你知道我几岁吗？,simplified,你:ni3|知:zhi1|道:dao4|我:wo3|几:ji3|岁:sui4|吗:ma|？:,Do you know how old I am?,1
52200,我知道他是谁。,simplified,我:wo3|知:zhi1|道:dao4|他:ta1|是:shi4|谁:shei2|。:,I know who he is.,1
52201,我知道她是谁。,simplified,我:wo3|知:zhi1|道:dao4|她:ta1|是:shi4|谁:shei2|。:,I know who she is.,1
52202,你在家吗,simplified,你:ni3|在:zai4|家:jia1|吗:ma,Are you at home?,1
52203,你们在家吗,simplified,你:ni3|们:men|在:zai4|家:jia1|吗:ma,Are you all at home?,1
52204,您在家吗,simplified,您:nin2|在:zai4|家:jia1|吗:ma,"Are you at home, sir?",1
52205,你们都在家吗？,simplified,你:ni3|们:men|都:dou1|在:zai4|家:jia1|吗:ma|？:,Is everyone at home?,1
52206,你为什么在家？,simplified,你:ni3|为:wei4|什:shen2|么:me|在:zai4|家:jia1|？:,Why are you at home?,2
52207,你在家做什么？,neutral,你:ni3|在:zai4|家:jia1|做:zuo4|什:shen2|么:me|？:,What are you doing at home?,1
52208,汗水從我的額頭上落下。,traditional,汗:han4|水:shui3|從:cong2|我:wo3|的:de|額:e2|頭:tou2|上:shang4|落:la4|下:xia4|。:,Sweat dripped down from my forehead.,6
52209,醫生可能說過。,traditional,醫:yi1|生:sheng1|可:ke3|能:neng2|說:shuo1|過:guo4|。:,The doctor might have said that.,2
52210,這座城市約有10 0000人口。,traditional,這:zhe4|座:zuo4|城:cheng2|市:shi4|約:yue1|有:you3|10:|0000:|人:ren2|口:kou3|。:,"This city has a population of about 100,000.",3
52211,今晚看電影怎麼樣？,traditional,今:jin1|晚:wan3|看:kan4|電:dian4|影:ying3|怎:zen3|麼:me|樣:yang4|？:,How about watching a movie tonight?,1
52212,文件被风刮起来。,simplified,文:wen2|件:jian4|被:bei4|风:feng1|刮:gua1|起:qi3|来:lai2|。:,The document was blown away by the wind.,6
52213,她听着音乐。,neutral,她:ta1|听:ting1|着:zhe|音:yin1|乐:yue4|。:,She is listening to music.,2
52214,密西西比河流经哪个城市？,simplified,密:mi4|西:xi1|西:xi1|比:bi3|河:he2|流:liu2|经:jing1|哪:na3|个:ge|城:cheng2|市:shi4|？:,Which city does the Mississippi River flow through?,4
52215,这就是全部了吗？,simplified,这:zhe4|就:jiu4|是:shi4|全:quan2|部:bu4|了:le|吗:ma|？:,Is that all there is?,2
52216,当然，为什么不？,simplified,当:dang1|然:ran2|，:|为:wei4|什:shen2|么:me|不:bu4|？:,"Of course, why not?",2
52217,他表现得像疯了一样。,simplified,他:ta1|表:biao3|现:xian4|得:de2|像:xiang4|疯:feng1|了:le|一:yi1|样:yang4|。:,He acted like he was crazy.,5
52218,汤姆在长沙发上睡着了。,simplified,汤:tang1|姆:mu3|在:zai4|长:chang2|沙:sha1|发:fa1|上:shang4|睡:shui4|着:zhao2|了:le|。:,Tom fell asleep on the couch.,7-9
52219,湯姆善於動手。,traditional,湯:tang1|姆:mu3|善:shan4|於:yu2|動:dong4|手:shou3|。:,Tom is good with his hands.,7-9
52220,事情還沒給解釋清楚。,traditional,事:shi4|情:qing2|還:hai2|沒:mei2|給:gei3|解:jie3|釋:shi4|清:qing1|楚:chu3|。:,Things haven't been explained clearly yet.,4
52221,希望你用不著它。,neutral,希:xi1|望:wang4|你:ni3|用:yong4|不:bu4|著:zhao4|它:ta1|。:,I hope you won't need it.,4
52222,我們愛湯姆。,traditional,我:wo3|們:men|愛:ai4|湯:tang1|姆:mu3|。:,We love Tom.,7-9
52223,我吃了一驚。,traditional,我:wo3|吃:chi1|了:le|一:yi1|驚:jing1|。:,I was surprised.,4
52224,汤姆爱你。,simplified,汤:tang1|姆:mu3|爱:ai4|你:ni3|。:,Tom loves you.,7-9
52225,如果你是上帝的儿子，可以叫这些石头变成食物。,simplified,如:ru2|果:guo3|你:ni3|是:shi4|上:shang4|帝:di4|的:de|儿:er2|子:zi|，:|可:ke3|以:yi3|叫:jiao4|这:zhe4|些:xie1|石:shi2|头:tou|变:bian4|成:cheng2|食:shi2|物:wu4|。:,"If you are the Son of God, you can command these stones to become food.",6
52226,我有種奇怪的感覺。,traditional,我:wo3|有:you3|種:zhong3|奇:qi2|怪:guai4|的:de|感:gan3|覺:jue2|。:,I have a strange feeling.,3
52227,外交官有多种特权。,neutral,外:wai4|交:jiao1|官:guan1|有:you3|多:duo1|种:zhong3|特:te4|权:quan2|。:,Diplomats have various privileges.,4
52228,交通高峰期该有更多公交车。,simplified,交:jiao1|通:tong1|高:gao1|峰:feng1|期:qi1|该:gai1|有:you3|更:geng4|多:duo1|公:gong1|交:jiao1|车:che1|。:,There should be more buses during rush hour.,6
52229,聚会愉快，约翰。,simplified,聚:ju4|会:hui4|愉:yu2|快:kuai4|，:|约:yue1|翰:han4|。:,"Have a good time at the party, John.",beyond-hsk
52230,我们希望你来我们的聚会。,simplified,我:wo3|们:men|希:xi1|望:wang4|你:ni3|来:lai2|我:wo3|们:men|的:de|聚:ju4|会:hui4|。:,We hope you can come to our party.,4
52231,他跟你一样喜欢棒球。,simplified,他:ta1|跟:gen1|你:ni3|一:yi1|样:yang4|喜:xi3|欢:huan1|棒:bang4|球:qiu2|。:,He likes baseball just like you.,5
52232,麦克叫他的狗波奇吗？,simplified,麦:mai4|克:ke4|叫:jiao4|他:ta1|的:de|狗:gou3|波:bo1|奇:qi2|吗:ma|？:,Does Mike call his dog Pochi?,6
52233,比萨是种适合现在的生活方式的食物。,simplified,比:bi3|萨:sa4|是:shi4|种:zhong3|适:shi4|合:he2|现:xian4|在:zai4|的:de|生:sheng1|活:huo2|方:fang1|式:shi4|的:de|食:shi2|物:wu4|。:,Pizza is a food that fits the current lifestyle.,7-9
52234,怎麼做箱子？,traditional,怎:zen3|麼:me|做:zuo4|箱:xiang1|子:zi|？:,How do you make a box?,3
52235,回答偏了。,neutral,回:hui2|答:da2|偏:pian1|了:le|。:,The answer was off.,6
52236,我会让你提前知道。,simplified,我:wo3|会:hui4|让:rang4|你:ni3|提:ti2|前:qian2|知:zhi1|道:dao4|。:,I will let you know in advance.,2
52237,列车停下前别下车。,simplified,列:lie4|车:che1|停:ting2|下:xia4|前:qian2|别:bie2|下:xia4|车:che1|。:,Don't get off the train before it stops.,4
52238,他从乔治那里拿走了报纸。,simplified,他:ta1|从:cong2|乔:qiao2|治:zhi4|那:na4|里:li3|拿:na2|走:zou3|了:le|报:bao4|纸:zhi3|。:,He took the newspaper from George.,7-9
52239,他跟他们干脆地断绝来往了。,simplified,他:ta1|跟:gen1|他:ta1|们:men|干:gan1|脆:cui4|地:de|断:duan4|绝:jue2|来:lai2|往:wang3|了:le|。:,He cut off all contact with them.,5
52240,听着好像他们不打算走。,simplified,听:ting1|着:zhe|好:hao3|像:xiang4|他:ta1|们:men|不:bu4|打:da3|算:suan4|走:zou3|。:,It sounds like they don't plan to leave.,2
52241,公司取消了会议。,simplified,公:gong1|司:si1|取:qu3|消:xiao1|了:le|会:hui4|议:yi4|。:,The company canceled the meeting.,3
52242,我们决心保卫祖国。,simplified,我:wo3|们:men|决:jue2|心:xin1|保:bao3|卫:wei4|祖:zu3|国:guo2|。:,We are determined to defend our homeland.,6
52243,汤姆甚至没打算帮玛丽。,simplified,汤:tang1|姆:mu3|甚:shen4|至:zhi4|没:mei2|打:da3|算:suan4|帮:bang1|玛:ma3|丽:li4|。:,Tom didn't even plan to help Mary.,beyond-hsk
52244,汤姆不接受玛丽的道歉。,simplified,汤:tang1|姆:mu3|不:bu4|接:jie1|受:shou4|玛:ma3|丽:li4|的:de|道:dao4|歉:qian4|。:,Tom does not accept Mary's apology.,beyond-hsk
52245,湯姆看了展覽會。,traditional,湯:tang1|姆:mu3|看:kan4|了:le|展:zhan3|覽:lan3|會:hui4|。:,Tom attended the exhibition.,7-9
