id,sentence,script_type
55228,我覺得你該自己念。,traditional
55229,你不需要錢。,traditional
55230,那天晚上你在哪裡？,neutral
55231,我以為你會為我感到驕傲。,traditional
55232,湯姆，集中注意力！,traditional
55233,我漂亮的圓珠筆是紫色的。,traditional
55234,我們的新家有一臺電梯。,traditional
55235,他們成為了好朋友。,traditional
55236,我需要回家。,neutral
55237,你沒有這麼壞。,traditional
55238,她懷孕後仍然堅持工作。,traditional
55239,湯姆是在哪裡買的？,traditional
55240,湯姆不想讓瑪麗和瓊說話。,traditional
55241,我要買一套漂亮的房子。,traditional
55242,这车容易开。,simplified
55243,她可能迟到，然后我们就要等。,simplified
55244,你要給湯姆什麼？,traditional
55245,汤姆可能错过了最后一班列车。,simplified
55246,你们两个应该结婚。,simplified
55247,篮球可真是有意思。,simplified
55248,没有糖。,neutral
55249,我想继续走。,simplified
55250,請按他們教你的做。,traditional
55251,我們踏上了去巴塞羅那的旅行。,traditional
55252,我們踏上了征程。,traditional
55253,這個規定太不人性化了。,traditional
55254,這個設計很人性化。,traditional
55255,這位領導人統治了他的國家五十年。,traditional
55256,他的手提包灌滿了水。,traditional
55257,可靠的互通性是十分重要的。,neutral
55258,一大群孩子聚集在花园中。,neutral
55259,我每次看到你都不禁想起你母親來。,traditional
55260,湯姆比我更有才幹。,traditional
55261,這些電池，雖然是新的，但是沒用。,traditional
55262,大樓正在建造。,traditional
55263,別說這些了。,traditional
55264,這讓我感到很驚訝。,traditional
55265,這是一個巨大的謊言。,traditional
55266,湯姆打碎了三個盤子。,traditional
55267,這些都是金文隸定字。,traditional
55268,這個房間有三個窗戶。,traditional
55269,汤姆是个真男人。,simplified
55270,你见过汤姆了吗？,simplified
55271,汤姆不再给我写信了。,simplified
55272,你真是个努力的工人。,neutral
55273,我不確定湯姆能不能幫忙。,traditional
55274,這裡有人知道湯姆住在哪裡嗎？,traditional
55275,我該高興。,traditional
55276,湯姆需要很小心。,traditional
55277,誠實的人從不偷錢。,traditional
55278,她有大量的書。,traditional
55279,汤姆出什么事了？,simplified
55280,現在樓裡沒人。,traditional
55281,我以前聽過這笑話。,traditional
55282,今晚見。,traditional
55283,我去河裡游泳。,neutral
55284,你最近去哪裡旅遊了嗎？,traditional
55285,其他人怎麼想？,traditional
55286,我们为什么不离开这里？,simplified
55287,汤姆想吃的是什么？,simplified
55288,汤姆说他不知道怎么游泳。,simplified
55289,我不想再惹事了。,neutral
55290,她每天早上都讀報紙。,traditional
55291,好漂亮的一個女人！,traditional
55292,湯姆在打呼。,traditional
55293,這是他的光盤。,traditional
55294,教小孩並不容易。,traditional
55295,你能幫我把那張對照表拿過來嗎？,traditional
55296,這張對照表過時了。,traditional
55297,這是一張多語言的單詞對照表。,traditional
55298,小心切到手。,neutral
55299,一位老人在街上摔斷了腿。,traditional
55300,最近這個區域的國際形勢很緊張。,traditional
55301,蝴蝶是昆蟲。,traditional
55302,我喜歡看蝴蝶。,traditional
55303,她生了一個兒子。,traditional
55304,她生了一個女兒。,traditional
55305,蒼蠅是昆蟲。,traditional
55306,蜣螂是昆蟲。,traditional
55307,虼螂是昆蟲。,traditional
55308,金龜子是昆蟲。,traditional
55309,我认为你了解我。,simplified
55310,地球是我们的家。,simplified
55311,今天是地球日。,neutral
55312,爱从不是错的。,simplified
55313,她一大早就起床了,neutral
55314,我看到他就高兴,simplified
55315,他只是一个三岁的孩子,neutral
55316,书页因年久而变黄,simplified
55317,他胜过他班中的同学,simplified
55318,我上了当，还以为他们的玩笑是真的呢,simplified
55319,你不該現在做。,traditional
55320,這個項目要多方合作才能完成。,traditional
55321,在他們的默契合作下，任務完美地完成了。,traditional
55322,這艘船被拖進了船塢進行改裝。,traditional
55323,一艘船下水了。,neutral
55324,我能試試嗎？,traditional
55325,你會在婚前試婚嗎？,traditional
55326,你怎麼看婚前性行爲？,traditional
55327,這周我要幫他代課。,traditional
55328,留西雅是一個很單純的姑娘。,traditional
55329,我要學游泳。,traditional
55330,我在學跳舞，每個星期一次課。,traditional
55331,北京哪裡最好玩？,neutral
55332,我去英國玩兩個星期。,traditional
55333,在商朝，貝朋為通用貨幣。,traditional
55334,我们在高兴地玩。,simplified
55335,謝謝你為我畫鳥。,traditional
55336,我想早點退休。,traditional
55337,我可要哭了。,neutral
55338,重新告訴我。,traditional
55339,湯姆幫瑪麗買了她所有需要買的東西。,traditional
55340,你確定你不想睡在它上面嗎？,traditional
55341,你對足球規則熟悉嗎？,traditional
55342,湯姆失去了信譽。,traditional
55343,這隻烏龜很老了。,traditional
55344,那隻鸚鵡死了。,traditional
55345,有隻蝴蝶在廚房裏。,traditional
55346,那隻舞蝶死了。,traditional
55347,我對我今天的表現不是很滿意。,traditional
55348,你好，你是安娜嗎？,traditional
55349,我不叫路易斯。,neutral
55350,再見！何塞。,traditional
55351,他不是大衛，他叫丹尼爾。,traditional
55352,我和露西不是同事，是同學。,traditional
55353,你們是朋友嗎？,traditional
55354,我叫何塞，我們是朋友。,traditional
55355,她叫安娜，安娜和路易斯是同事。,neutral
55356,這是你們的蘋果嗎？,traditional
55357,這衣服是我同事的，不是我的。,traditional
55358,這本書是誰的？,traditional
55359,這輛車是你朋友的嗎？,traditional
55360,我會說西班牙語和法語。,traditional
55361,他的同事是英國人。,traditional
55362,我朋友會說漢語和日語。,traditional
55363,你會說什麼語言？,traditional
55364,我的電話是：六九二二六七七五二。,traditional
55365,這是多少？,traditional
55366,你的電話號碼是多少？,traditional
55367,這不是他的電話。,traditional
55368,你的電話是哪裡的？,traditional
55369,這三件衣服是我朋友的。,traditional
55370,那些蘋果不是我同事的。,traditional
55371,這兩輛車是我的。,traditional
55372,這五本書是我同學的。,traditional
55373,你有幾輛車？,traditional
55374,我媽媽叫露西，她是英國人。,traditional
55375,安娜的爸爸不是西班牙人，是法國人。,traditional
55376,我朋友胡安娜的媽媽是意大利人。,traditional
55377,我爸爸不是西班牙人，是葡萄牙人。,neutral
55378,你有幾個兒子？,traditional
55379,你有幾個女兒？,traditional
55380,你的爸爸是西班牙人嗎？,traditional
55381,你的媽媽是西班牙人嗎？,traditional
55382,你喜歡狗嗎？,traditional
55383,你喜歡貓嗎？,traditional
55384,你喜歡兔子嗎？,traditional
55385,我妻子的韓國同學生了一個女兒。,traditional
55386,我沒接触過這箇球類遊戲。,ambiguous
55387,這是胡說。,traditional
55388,一個蘋果落到了地上。,traditional
55389,我希望我能买下你想要的所有东西。,simplified
55390,这是奇妙的体验。,simplified
55391,船被安全地领入港口。,simplified
55392,他的失败看来有几个原因。,simplified
55393,好天气能持续到明天吗？,simplified
55394,你每天读法语吗？,simplified
55395,谁来了这里？,simplified
55396,我的姐姐经常就着牛奶喝茶。,simplified
55397,我认为你该吃火腿三明治。,simplified
55398,汤姆帮我修好了我的手表。,simplified
55399,他们说高尔夫在日本很流行。,simplified
55400,自然充满了神秘。,simplified
55401,我在等事情發生。,traditional
55402,我不想玩紙牌。,traditional
55403,問題已解決。,traditional
55404,我只睡了两小时。,neutral
55405,是晚上了。,neutral
55406,汤姆不知道玛丽真实的意思。,simplified
55407,你跟誰說話呢？,traditional
55408,湯姆看來完全輸了。,traditional
55409,契約簽訂了。,traditional
55410,你就剩下這十美圓了。我不能要。,traditional
55411,他從架子上拿下書。,traditional
55412,科學好玩。,traditional
55413,我工作很多小時。,traditional
55414,湯姆也學法語。,traditional
55415,我不知道要穿什麼。,traditional
55416,我感覺我們會越來越好。,traditional
55417,我對這事很不滿。,traditional
55418,殺了他,traditional
55419,殺了她,traditional
55420,殺了他們,traditional
55421,把你的腿抬起來,traditional
55422,你自己一個人能做嗎？,traditional
55423,這裡是我餘生想待的地方,traditional
55424,我保證明天就做,traditional
55425,櫃子上有幾本書？,traditional
55426,有人叫你來這嗎？,traditional
55427,你能再說一次嗎？,traditional
55428,這是一個高度發展的文明。,traditional
55429,这是我的马马和我的爸爸。,simplified
55430,他是我的爸爸。,neutral
55431,她是我的岳母。,neutral
55432,这个不是我的.,neutral
55433,这是我的爸爸.,neutral
55434,我想他不是中国人。,simplified
55435,请在一米线外等候。,simplified
55436,我不想去。,neutral
55437,我想你!,neutral
55438,我想学汉语和日语。,simplified
55439,我想学汉语和去中国。,simplified
55440,我有一个中国朋友。,simplified
55441,我没有日本朋友。,neutral
55442,他有没有儿子？,neutral
55443,他没有工作了。,neutral
55444,这儿没有人。,neutral
55445,那是一家医院。,neutral
55446,这个人不是我的朋友。,neutral
55447,你有几个儿子？,neutral
55448,她的女儿都很漂亮。,neutral
55449,你想做什么工作？,neutral
55450,我想做英语老师。,simplified
55451,他在哪儿工作？,neutral
55452,他在北京工作。,neutral
55453,我很想你！,neutral
55454,她学英语和汉语。,simplified
55455,我想回家。,neutral
55456,我想去看医生。,neutral
55457,你有没有工作？,neutral
55458,你没有电话吗？,simplified
55459,他没有家了！,neutral
55460,我朋友的爸爸是個醫生。,traditional
55461,他朋友沒工作，是個學生，學西班牙語。,traditional
55462,我不是醫生，我爸爸是醫生。,traditional
55463,我朋友在工作，我沒工作，我是一個法語學生。,traditional
55464,你是學生嗎？,traditional
55465,你有朋友是醫生嗎？,traditional
55466,這裡不是學校，是醫院。,traditional
55467,我兒子不在家，他在學校。,traditional
55468,語言學校在哪裡？,traditional
55469,你在醫院工作嗎？,traditional
55470,你是西班牙哪裡人？,neutral
55471,蘋果在書上。,traditional
55472,我家左邊是露西亞家。,traditional
55473,我的學校在我家左邊。,traditional
55474,電話前面有四本中文書。,traditional
55475,你家的左邊是什麼？,traditional
55476,桌子上有一臺電腦。,traditional
55477,椅子上沒有人。,traditional
55478,桌子下面有一隻貓。,traditional
55479,我在我的電腦前面工作。,traditional
55480,你家桌子邊有幾個椅子？,traditional
55481,你家的電腦在桌子上嗎？,traditional
55482,這本書二十三塊五。,traditional
55483,在西班牙這件衣服賣三十三歐。,traditional
55484,這不是歐元，是美元。,traditional
55485,你父親的書店在哪裡？,traditional
55486,你在英國用什麼錢買東西？,traditional
55487,在薩拉曼卡一公斤蘋果多少錢？,traditional
55488,明天上午你在露西家嗎？,traditional
55489,昨天晚上你在哪裡？,neutral
55490,這本書昨天在他車上。,traditional
55491,明天下午我在我媽媽的衣服店裏。,traditional
55492,你昨天上午在哪裡？,neutral
55493,你明天下午在哪裡？,neutral
55494,今天是二〇一六年十一月二十三日。,neutral
55495,下個星期三我不在薩拉曼卡，我在馬德里。,traditional
55496,下個月我在英國。,traditional
55497,上個星期四我在他馬德里的家。,traditional
55498,今天是星期二，明天是星期幾？,traditional
55499,你星期幾學漢語？,traditional
55500,我明天上午十點起床。,traditional
55501,他昨天下午六點在工作。,traditional
55502,星期天我中午十二點起床。,traditional
55503,你星期一下午五點在做什麼？,traditional
55504,你星期天幾點起床？,traditional
55505,你星期天幾點睡覺？,traditional
55506,你中午十二點吃午飯嗎？,traditional
55507,你同學的衣服很漂亮。,traditional
55508,這個店的蘋果不大。,traditional
55509,她明天去買東西，她很開心。,traditional
55510,哪幅畫大？,traditional
55511,哪幅畫小？,traditional
55512,哪幅畫漂亮？,traditional
55513,哪幅畫難看？,traditional
55514,你喜歡哪幅畫？,traditional
55515,他的兒子在學開車。,traditional
55516,去馬德里的車是下午五點，我們四點出門去汽車站。,traditional
55517,我坐我父親的車去學校。,traditional
55518,明年三月我坐飛機去美國。,traditional
55519,這個星期天你去馬德里嗎？,traditional
55520,你喜歡坐飛機嗎？,traditional
55521,我喜歡下小雨，不喜歡下大雨。,traditional
55522,明天是晴天，很熱。,traditional
55523,明天下雨，我不出門。,traditional
55524,今年薩拉曼卡很冷。,traditional
55525,這個月熱嗎？,traditional
55526,你喜歡下雨嗎？,traditional
55527,上個星期天天氣怎麼樣？,traditional
55528,這個漢字我會讀不會寫。,traditional
55529,我在聽他說日語。,traditional
55530,英文有二十六個字母。,traditional
55531,我會寫五十四個漢字。,traditional
55532,“明”這個漢字左邊是什麼？右邊是什麼？,traditional
55533,你會寫多少漢字？,traditional
55534,漢字有多少個？,traditional
55535,我吃了一個蘋果。,traditional
55536,我喝了一杯水。,neutral
55537,他不喜歡吃肉。,traditional
55538,我不喜歡吃肉了。,traditional
55539,你喜歡吃水果嗎？,traditional
55540,茶和咖啡你喜歡哪個？,traditional
55541,你能坐在那裡嗎？謝謝。,traditional
55542,他去那個中國飯館吃飯了。,traditional
55543,他跟我說謝謝。,traditional
55544,對不起，他不在家，他昨天去馬德里了。,traditional
55545,一個人說“謝謝”的時候，你說什麼？,traditional
55546,今天吃了晚飯你去哪裡？,traditional
55547,我想去德國。,traditional
55548,我不想睡覺。,traditional
55549,你想吃這個嗎？,traditional
55550,你能說漢語嗎？,traditional
55551,我們能開車去馬德里嗎？,traditional
55552,你能起床嗎？,traditional
55553,你們好，幾位？,traditional
55554,我們是三個人。,traditional
55555,請坐這裡。,traditional
55556,你們想吃什麼？,traditional
55557,這個菜怎麼樣？,traditional
55558,很好吃。,neutral
55559,我們要一個。,traditional
55560,何塞、安娜你們想吃什麼？,traditional
55561,我要這個菜。,traditional
55562,我要這個湯。,traditional
55563,你們要米飯嗎？,traditional
55564,我今天中午吃的是湯。,traditional
55565,他昨天晚上在我家吃飯。,traditional
55566,你明天上午吃什麼？,traditional
55567,他很少吃水果。,neutral
55568,我很愛喝茶。,traditional
55569,你要喝水嗎？,traditional
55570,你是何塞嗎？,traditional
55571,是的，我是何塞。您是？,neutral
55572,你好何塞，我是李明，你在中國的老師。,traditional
55573,你和安娜的飛機二十六號幾點到北京首都機場。,traditional
55574,我們的飛機上午十一點到。,traditional
55575,何塞、安娜，你們好。,traditional
55576,李老師好！,traditional
55577,你們吃飯了嗎？,traditional
55578,飛機上吃了一點，不多。,traditional
55579,那，我們去吃飯，好嗎？,traditional
55580,好的。,neutral
55581,你們有什麼不吃的嗎？,traditional
55582,我不喜歡喝湯。,traditional
55583,我沒有不喜歡的。,traditional
55584,那，你們喜歡吃什麼呢？,traditional
55585,我喜歡吃肉。,traditional
55586,我喜歡吃水果。,traditional
55587,她買了一雙黑色的網襪。,traditional
55588,他買了一雙白色的運動鞋。,traditional
55589,她買了一條白色的百褶裙。,traditional
55590,媽媽，為什麼爸爸不把他的書房打掃乾淨？,traditional
55591,我在聽音樂。,traditional
55592,你在說漢語。,traditional
55593,我們寫漢字。,traditional
55594,他們在說話。,traditional
55595,你們在聽他說話。,traditional
55596,你在做什麼？,traditional
55597,我在聽他們說話。,traditional
55598,他們在說什麼？,traditional
55599,他們在說法語。,traditional
55600,你會法語？,traditional
55601,我媽媽是法國人。,traditional
55602,你朋友安娜這個月去中國。,traditional
55603,她現在會寫多少漢字？,traditional
55604,她現在會讀寫三十個漢字。,traditional
55605,她在中國怎麼和人說話？,traditional
55606,她說：說中文和英語。,traditional
55607,她什麼時候去？,traditional
55608,她二十五號去。,traditional
55609,下個星期二？,traditional
55610,是的，下個星期二。,traditional
55611,我討厭你。,traditional
55612,是的！,neutral
55613,你今天感覺怎麼樣？,traditional
55614,我們去哪裡？,traditional
55615,一片葉子正在掉下來。,traditional
55616,葉子正在落下來。,traditional
55617,我家就是你家。,neutral
55618,她收到的禮物是一條白色的吊襪帶。,traditional
55619,剪吊襪帶是婚禮的一個重要環節。,traditional
55620,我期盼著下週見到你。,traditional
55621,你不必帶你的傘。,traditional
55622,有人認識湯姆嗎？,traditional
55623,湯姆拒絕回答任何問題。,traditional
55624,那天有數百萬人受影響。,traditional
55625,我們沒有失去太多。,traditional
55626,你真的相信那故事嗎？,traditional
55627,湯姆沒有再出現。,traditional
55628,我不知道會發生甚麼。,traditional
55629,你下週來嗎？,traditional
55630,湯姆今天早上沒有發燒。,traditional
55631,你為甚麼哭得這麼厲害？,traditional
55632,我有個盲鄰居。,traditional
55633,我是你爸爸。,neutral
55634,那不是我對湯姆說的。,traditional
55635,你來得很早。,traditional
55636,你在哪裡打網球？,traditional
55637,我在三個月後收到了一封信。,traditional
55638,他沒有能力打開箱子。,traditional
55639,湯姆不合作。,traditional
55640,湯姆放棄了希望。,traditional
55641,湯姆想要別的東西。,traditional
55642,工業發展迅速。,traditional
55643,我的臥室裡沒有桌子。,traditional
55644,你昨天甚麼時候睡覺？,traditional
55645,待在這里，放鬆。,traditional
55646,我還是不認為我錯了。,traditional
55647,我想要另一個。,traditional
55648,問題是誰要告訴他真相。,traditional
55649,還沒人告訴我們要做甚麼。,traditional
55650,是怎麼變糟的？,traditional
55651,那真是無聊。,traditional
55652,你為甚麼不跟他講？,traditional
55653,你昨天為甚麼在家？,traditional
55654,我們逃不出去。,traditional
55655,這有點意思。,traditional
55656,你恨湯姆，不是麼？,traditional
55657,湯姆向瑪麗求助。,traditional
55658,你認為我傻嗎？,traditional
55659,你不會需要它。,traditional
55660,我不能忍著不笑。,neutral
55661,我每周吃肉三次。,neutral
55662,真讓人不舒服。,traditional
55663,我根本不喜歡我的頭髮。,traditional
55664,我能跟我最好的朋友說任何事。,traditional
55665,湯姆正往這里來。,traditional
55666,我們都餓了。,traditional
55667,我幾乎能確定。,traditional
55668,湯姆還沒做完。,traditional
55669,桌上的手錶是我的。,traditional
55670,我很想家。,neutral
55671,你喜歡購物嗎？,traditional
55672,瑪麗把頭髮染成藍色的。,traditional
55673,我們吃什麼，輪到我決定了。,traditional
55674,我很冷。,neutral
55675,他們那麼年輕。,traditional
55676,湯姆讓瑪麗幚約翰。,traditional
55677,她穿著半靴。,neutral
55678,她穿著山地靴。,neutral
55679,她穿著細高跟鞋。,traditional
55680,她買了一雙半靴。,traditional
55681,她買了一雙山地靴。,traditional
55682,她買了一雙芭蕾舞高跟鞋。,traditional
55683,她買了一雙細高跟鞋。,traditional
55684,她的這雙半靴是黑色的。,traditional
55685,她的這雙山地靴是黑色的。,traditional
55686,她的這雙芭蕾舞高跟鞋是黑色的。,traditional
55687,她的這雙細高跟鞋是黑色的。,traditional
55688,我需要我的靴子。,neutral
55689,我該穿靴子。,traditional
55690,我在找我的靴子。,neutral
55691,我的靴子在哪裡？,neutral
55692,這些靴子很貴。,traditional
55693,下次我穿靴子。,neutral
55694,他穿著一雙棉襪。,traditional
55695,你找我的房子有困難嗎？,traditional
55696,你要當媽了。,traditional
55697,我的頭要炸了。,traditional
55698,這眼鏡真酷。,traditional
55699,我們投降。,traditional
55700,湯姆可能再也不遲到了。,traditional
55701,那是我買這本書的原因。,traditional
55702,我甚至讓湯姆笑了。,traditional
55703,他們被嚇到了。,traditional
55704,湯姆說他需要錢。,traditional
55705,你要接電話。,traditional
55706,我想法讓自己懂法語。,traditional
55707,我是這房子的主人。,traditional
55708,我做完了所有必須做的事。,traditional
55709,你選誰當總統？,traditional
55710,你當過兵嗎？,traditional
55711,她把我介紹給她父親。,traditional
55712,讓我們假定那會發生。,traditional
55713,會議持續多久？,traditional
55714,據我所知，她還沒結婚。,traditional
55715,湯姆不會在這裡久留。,traditional
55716,我做了該受罰的壞事。,traditional
55717,我讓湯姆在這裡等。,traditional
55718,湯姆找到了瑪麗的住處。,traditional
55719,他們總是早起，即使是在周日。,traditional
55720,他的影響遍及全國。,traditional
55721,你聽見有人叫你的名字嗎？,traditional
55722,湯姆最先來，最後走。,traditional
55723,我不想讓湯姆看見這個。,traditional
55724,湯姆是藝術家。,traditional
55725,湯姆可能想去游泳。,traditional
55726,他們會感激。,traditional
55727,我以前從未做過。,traditional
55728,湯姆看來準備好了。,traditional
55729,那是唯一的出路。,neutral
55730,湯姆的生活被彻底改變了。,ambiguous
55731,我全天在家讀小說。,traditional
55732,湯姆在監獄裡待了三年。,traditional
55733,我沒有得到我所有想要的。,traditional
55734,我們沒有秘密。,traditional
55735,湯姆知道它結束了。,traditional
55736,那是我昨天落在房間裡的包。,traditional
55737,所有事都取決於你的決定。,traditional
55738,我不說謊。,traditional
55739,我們要照顧我們的父母。,traditional
55740,他們在這裡做甚麼？,traditional
55741,我在祈禱。,traditional
55742,他們是非常親密的朋友。,traditional
55743,湯姆沒時間吃午飯。,traditional
55744,你這樣的人不該在這裡。,traditional
55745,我們在跟時間鬥爭。,traditional
55746,你真沒用。,traditional
55747,我們怎麼保護自己？,traditional
55748,湯姆拿出錢包付了賬。,traditional
55749,我真的冷。,neutral
55750,湯姆在蛋上撒鹽。,traditional
55751,這裡沒人。,traditional
55752,我站在湯姆一邊。,traditional
55753,湯姆放下了畫筆。,traditional
55754,你知道我沒法選擇，不是麼？,traditional
55755,馬尼拉在哪裡？,traditional
55756,你會愛它。,traditional
55757,湯姆沒有駕駛證。,traditional
55758,我發動不了我的拖拉機。,traditional
55759,我兒子相信聖誕老人。,traditional
55760,湯姆很可能遲到。,traditional
55761,湯姆很仔細，不是麼？,traditional
55762,我在這裡很長時間了。,traditional
55763,你該留在車裡。,traditional
55764,他要載你去機場。,traditional
55765,這會是個絕好的旅行。,traditional
55766,我試著微笑。,traditional
55767,我想讓你歇歇。,traditional
55768,湯姆是個大方的人。,traditional
55769,我們原諒你。,traditional
55770,我丢了我的票。我該怎麼辦？,traditional
55771,湯姆以前從不這樣願意幚我們。,traditional
55772,那件大衣可能需要很多錢，但它值得。,traditional
55773,你為什麼沒做？,traditional
55774,湯姆給瑪麗拋了個媚眼。,traditional
55775,湯姆給瑪麗使了個眼色。,traditional
55776,如果沒有空氣，我們都活不了。,traditional
55777,你為什麼沒跟我說？,traditional
55778,你為什麼沒告訴我？,traditional
55779,瑪麗婭不讀英語書。,traditional
55780,我沒有時間，也沒有錢。,traditional
55781,我想去澳大利亞生活。,traditional
55782,作为一个孩子，你的表现还说得过去,simplified
55783,我又熬夜了。,neutral
55784,明天我就解脫了。,traditional
55785,我知道熬夜對身體不好。,traditional
55786,公交車上的這對情侶一直接吻。,traditional
55787,我發了兩天燒。,traditional
55788,他獲得了一份去德國留學的獎學金。,traditional
55789,我們獲得了這個公司的大力贊助。,traditional
55790,我被淋成了落湯雞。,traditional
55791,一天早晨我穿着睡衣射了一头大象,neutral
55792,莱拉现在五岁了,simplified
55793,她一看就是生病了的。,neutral
55794,我想明天下午見他。,traditional
55795,我要明確表示我不會再來了。,traditional
55796,你在義大利有個房子嗎？,traditional
55797,她不總是高興。,traditional
55798,那不真的重要。,neutral
55799,你可能是最後一個見湯姆的人。,traditional
55800,湯姆一直在說謊。,traditional
55801,他們寫的很多都沒發生。,traditional
55802,你說你有重要新聞。,traditional
55803,他解決了難題。,traditional
55804,下周再來。,traditional
55805,有多少人知道我們？,traditional
55806,食物不該被浪費。,traditional
55807,我們還是緊張。,traditional
55808,聽著不錯。,traditional
55809,狗搖著尾巴跟著主人。,traditional
55810,湯姆也說話了。,traditional
55811,樹是植物。,traditional
55812,你做了必要的事。,neutral
55813,為什麼改變那麼難？,traditional
55814,他以前做過。,traditional
55815,我己經被懲罰了。,traditional
55816,我不能怪湯姆不等著。,traditional
55817,這小男孩怕黑。,traditional
55818,你無權那麼做。,traditional
55819,他在戰時參軍。,traditional
55820,湯姆是告訴我們問題的人。,traditional
55821,我以前被騙過。,traditional
55822,你的觀點是重要的。,traditional
55823,我們會保持安靜。,traditional
55824,孩子們怕湯姆。,traditional
55825,我在休假。,neutral
55826,胜不骄 败不馁,simplified
55827,你跟人約會過嗎？,traditional
55828,你昨天晚上過得好嗎？,traditional
55829,他們還在波士頓。,traditional
55830,我知道點西班牙語。,traditional
55831,真愛不會變老。,traditional
55832,這文章胡說八道。,traditional
55833,你不該還在床上嗎？,traditional
55834,你現在可以住口了。,traditional
55835,你認爲湯姆會露面嗎？,traditional
55836,他們拒絕了。,traditional
55837,湯姆讓瑪麗停車。,traditional
55838,我不想把結局提前透露給你。,traditional
55839,湯姆想知道我們在這裡做什麼。,traditional
55840,你傷心嗎？,traditional
55841,湯姆也在哭。,traditional
55842,是你最喜歡的歌。,traditional
55843,我們知道這是不可能的。,traditional
55844,他詳細地描述了事故狀況。,traditional
55845,三明治怎麼樣？,traditional
55846,你有副好嗓音。,neutral
55847,他們也聽不到我說話。,traditional
55848,別再對我做這事了。,traditional
55849,我上周幾乎天天見到湯姆。,traditional
55850,我賭她贏這比賽。,traditional
55851,我不跟湯姆聊就還不知道。,traditional
55852,我們怎麼付得起這種地方的錢？,traditional
55853,湯姆總是讓我笑。,traditional
55854,你們這些姑娘在做甚麼？,traditional
55855,查詞典。,traditional
55856,我不喜歡穿船襪。,traditional
55857,我很喜歡穿船襪。,traditional
55858,我不喜歡穿襪子。,traditional
55859,我一定要穿襪子。,traditional
55860,他倆穿著情侶襪。,traditional
55861,湯姆和瑪麗之間有問題並不是什麼秘密。,traditional
55862,湯姆想要調節淋浴的溫度。,traditional
55863,你的領帶不錯。,traditional
55864,他肯定不是什麼紳士。,traditional
55865,這天氣在海裏游泳太冷了。,traditional
55866,湯姆是我們課程裏最高的。,traditional
55867,他在玩俄羅斯方塊。,traditional
55868,她在玩俄羅斯方塊。,traditional
55869,我会读完这本书。,simplified
55870,鹰鸮和仓鸮有什么区别？,simplified
55871,因为你已经做饭了，我来洗餐具吧。,simplified
55872,晚饭后我洗了餐具。,simplified
55873,无论你怎么想，我都要去那里。,simplified
55874,我刚去过那里。,simplified
55875,你和谁一起去那？,simplified
55876,病毒让我的电脑瘫痪了。,simplified
55877,两本书我都会读。,simplified
55878,與瑞典人相比，西班牙人的收入太低了。,traditional
55879,這個冬天特別溫和的。,traditional
55880,為了找到一個名字，我花了八天時間。,traditional
55881,他穿著一雙新襪子。,traditional
55882,他襪子的後跟破了。,traditional
55883,這只襪子的襪筒上有一個洞。,traditional
55884,他喜歡穿短襪。,traditional
55885,我喜歡穿長襪。,traditional
55886,這是一雙中小腿长袜。,ambiguous
55887,他買了一雙及膝襪。,traditional
55888,她買了一打尼龍襪。,traditional
55889,心灵与心之间的关系，通常如同一个城堡的图书馆与城堡主人之间的关系一样。,simplified
55890,這支球隊的球襪是綠白兩色的。,traditional
55891,我最討厭穿船襪了。,traditional
55892,這雙棉襪很舒服。,traditional
55893,她正在穿絲襪。,traditional
55894,她穿著一雙白色絲襪。,traditional
55895,她買了兩雙波點絲襪。,traditional
55896,艺术是一种与自然并立的和谐。,simplified
55897,抽屜裏有一雙穿過的紅色絲襪。,traditional
55898,床邊掛著一雙灰色絲襪。,traditional
55899,她的腿上露出一雙黑色蕾絲絲襪。,traditional
55900,天熱了，她買了幾雙不同顏色的網襪來搭配衣服。,traditional
55901,這是一雙防滑絲襪。,traditional
55902,她在行李箱中放進了兩條褲襪。,traditional
55903,他穿著襪套在家裡走動。,traditional
55904,她在房間裏整理自己不同款式和顏色的吊襪帶。,traditional
55905,如今的大多数书似乎是一夜之间从昨日的书籍中冒出来。,simplified
55906,最危险的头疼是由未经充分消化吸收的想法引起的。,simplified
55907,可以肯定的是，没有哪一天比几乎没笑的一天更虚度的了。,simplified
55908,没有笑声的一天肯定是最为虚度的一天。,simplified
55909,湯姆的名字在名單上。,traditional
55910,我喜歡土豆。,traditional
55911,我認為湯姆不會住口。,traditional
55912,它不见了。,simplified
55913,我不调皮。,simplified
55914,这很常见。,simplified
55915,我沒有真的準備好。,traditional
55916,湯姆有個計畫。,traditional
55917,我需要你在這裡。,traditional
55918,我警告過你別來這裡。,traditional
55919,你還想擁抱我一下嗎？,traditional
55920,面試怎麼樣？,traditional
55921,他一坐下，就拿起了電話。,traditional
55922,他精神很好。,neutral
55923,湯姆送我去了那裡。,traditional
55924,湯姆在家工作。,traditional
55925,湯姆去年上完了大學。,traditional
55926,我認為你該在今天回家前做。,traditional
55927,许多欧洲的大都市饱受“甜甜圈现象”困扰。,simplified
55928,咱们停止争吵和好吧。,simplified
55929,他当然不可能回到娘胎里再出生一次了！,neutral
55930,再努力一下，你的人生会成功的。,neutral
55931,湯姆害羞而膽小。,traditional
55932,她對他小聲說了些什麼。,traditional
55933,預祝你有個愉快的週末。,traditional
55934,玛丽从约五百名申请人中被选中。,simplified
