id,sentence,script_type,char_pinyin_pairs
67576,她感到非常焦虑。,simplified,她:ta1|感:gan3|到:dao4|非:fei1|常:chang2|焦:jiao1|虑:lv4|。:
67577,你得写点什么。,simplified,你:ni3|得:de2|写:xie3|点:dian3|什:shen2|么:me|。:
67578,你发烧了吗？,simplified,你:ni3|发:fa1|烧:shao1|了:le|吗:ma|？:
67579,这杯茶很好喝。,neutral,这:zhe4|杯:bei1|茶:cha2|很:hen3|好:hao3|喝:he1|。:
67580,你今天给花浇水了吗？,simplified,你:ni3|今:jin1|天:tian1|给:gei3|花:hua1|浇:jiao1|水:shui3|了:le|吗:ma|？:
67581,准备好迎接挑战吧！,simplified,准:zhun3|备:bei4|好:hao3|迎:ying2|接:jie1|挑:tiao3|战:zhan4|吧:ba|！:
67582,他们说我擅长学语言。,simplified,他:ta1|们:men|说:shuo1|我:wo3|擅:shan4|长:chang2|学:xue2|语:yu3|言:yan2|。:
67583,玛丽在家跳舞。,simplified,玛:ma3|丽:li4|在:zai4|家:jia1|跳:tiao4|舞:wu3|。:
67584,汤姆被萨米骂了一顿。,simplified,汤:tang1|姆:mu3|被:bei4|萨:sa4|米:mi3|骂:ma4|了:le|一:yi1|顿:dun4|。:
67585,汤姆和玛丽的故事真有意思！,simplified,汤:tang1|姆:mu3|和:he2|玛:ma3|丽:li4|的:de|故:gu4|事:shi4|真:zhen1|有:you3|意:yi4|思:si|！:
67586,你睡到中午才起来！,simplified,你:ni3|睡:shui4|到:dao4|中:zhong1|午:wu3|才:cai2|起:qi3|来:lai2|！:
67587,阳光透过玻璃窗照射在地上。,simplified,阳:yang2|光:guang1|透:tou4|过:guo4|玻:bo1|璃:li2|窗:chuang1|照:zhao4|射:she4|在:zai4|地:di4|上:shang4|。:
67588,等会记得上课！,simplified,等:deng3|会:hui4|记:ji4|得:de|上:shang4|课:ke4|！:
67589,一起去旅行吧。,neutral,一:yi4|起:qi3|去:qu4|旅:lv3|行:xing2|吧:ba|。:
67590,我真的太喜欢旅行了！,neutral,我:wo3|真:zhen1|的:de|太:tai4|喜:xi3|欢:huan1|旅:lv3|行:xing2|了:le|！:
67591,你准备去哪里？,simplified,你:ni3|准:zhun3|备:bei4|去:qu4|哪:na3|里:li3|？:
67592,我准备回上海了。,simplified,我:wo3|准:zhun3|备:bei4|回:hui2|上:shang4|海:hai3|了:le|。:
67593,他们已经开学了。,simplified,他:ta1|们:men|已:yi3|经:jing1|开:kai1|学:xue2|了:le|。:
67594,记得戴上口罩。,simplified,记:ji4|得:de|戴:dai4|上:shang4|口:kou3|罩:zhao4|。:
67595,欢迎你们！,simplified,欢:huan1|迎:ying2|你:ni3|们:men|！:
67596,欢迎大家！,neutral,欢:huan1|迎:ying2|大:da4|家:jia1|！:
67597,他根本不想开派对。,neutral,他:ta1|根:gen1|本:ben3|不:bu4|想:xiang3|开:kai1|派:pai4|对:dui4|。:
67598,汤姆在派对上玩得不亦乐乎。,simplified,汤:tang1|姆:mu3|在:zai4|派:pai4|对:dui4|上:shang4|玩:wan2|得:de2|不:bu4|亦:yi4|乐:le4|乎:hu1|。:
67599,这种墨水颜色鲜艳。,simplified,这:zhe4|种:zhong3|墨:mo4|水:shui3|颜:yan2|色:se4|鲜:xian1|艳:yan4|。:
67600,我买了很多笔记本。,simplified,我:wo3|买:mai3|了:le|很:hen3|多:duo1|笔:bi3|记:ji4|本:ben3|。:
67601,喂！别在墙上乱涂乱画！,simplified,喂:wei4|！:|别:bie2|在:zai4|墙:qiang2|上:shang4|乱:luan4|涂:tu2|乱:luan4|画:hua4|！:
67602,乐于助人是好品质。,simplified,乐:le4|于:yu2|助:zhu4|人:ren2|是:shi4|好:hao3|品:pin3|质:zhi4|。:
67603,母语者还会觉得自己的语言难吗？,simplified,母:mu3|语:yu3|者:zhe3|还:hai2|会:hui4|觉:jue2|得:de|自:zi4|己:ji3|的:de|语:yu3|言:yan2|难:nan2|吗:ma|？:
67604,我知道你要干什么。,neutral,我:wo3|知:zhi1|道:dao4|你:ni3|要:yao4|干:gan4|什:shen2|么:me|。:
67605,超市新进了一批货。,simplified,超:chao1|市:shi4|新:xin1|进:jin4|了:le|一:yi1|批:pi1|货:huo4|。:
67606,意大利面卖完了！,simplified,意:yi4|大:da4|利:li4|面:mian4|卖:mai4|完:wan2|了:le|！:
67607,她们不让我喝牛奶了。,simplified,她:ta1|们:men|不:bu4|让:rang4|我:wo3|喝:he1|牛:niu2|奶:nai3|了:le|。:
67608,别来这里！,simplified,别:bie2|来:lai2|这:zhe4|里:li3|！:
67609,小心掉下去。,neutral,小:xiao3|心:xin1|掉:diao4|下:xia4|去:qu4|。:
67610,这是本反乌托邦作品。,simplified,这:zhe4|是:shi4|本:ben3|反:fan3|乌:wu1|托:tuo1|邦:bang1|作:zuo4|品:pin3|。:
67611,她写的文章字里行间总是充满浪漫。,simplified,她:ta1|写:xie3|的:de|文:wen2|章:zhang1|字:zi4|里:li3|行:hang2|间:jian1|总:zong3|是:shi4|充:chong1|满:man3|浪:lang4|漫:man4|。:
67612,医院里的小孩哭闹不止。,simplified,医:yi1|院:yuan4|里:li3|的:de|小:xiao3|孩:hai2|哭:ku1|闹:nao4|不:bu4|止:zhi3|。:
67613,我又要去住院了。,neutral,我:wo3|又:you4|要:yao4|去:qu4|住:zhu4|院:yuan4|了:le|。:
67614,护士给我打了葡萄糖。,simplified,护:hu4|士:shi4|给:gei3|我:wo3|打:da3|了:le|葡:pu2|萄:tao2|糖:tang2|。:
67615,他没胃口吃东西。,simplified,他:ta1|没:mei2|胃:wei4|口:kou3|吃:chi1|东:dong1|西:xi1|。:
67616,病房里很冷。,neutral,病:bing4|房:fang2|里:li3|很:hen3|冷:leng3|。:
67617,谢谢大家！,simplified,谢:xie4|谢:xie4|大:da4|家:jia1|！:
67618,能帮到你们真是太好了。,simplified,能:neng2|帮:bang1|到:dao4|你:ni3|们:men|真:zhen1|是:shi4|太:tai4|好:hao3|了:le|。:
67619,汤姆会继续努力的。,simplified,汤:tang1|姆:mu3|会:hui4|继:ji4|续:xu4|努:nu3|力:li4|的:de|。:
67620,别再骂汤姆了。,simplified,别:bie2|再:zai4|骂:ma4|汤:tang1|姆:mu3|了:le|。:
67621,你喜欢这朵花吗？,simplified,你:ni3|喜:xi3|欢:huan1|这:zhe4|朵:duo3|花:hua1|吗:ma|？:
67622,我喜欢你！,neutral,我:wo3|喜:xi3|欢:huan1|你:ni3|！:
67623,我爱你！,simplified,我:wo3|爱:ai4|你:ni3|！:
67624,人真多啊。,neutral,人:ren2|真:zhen1|多:duo1|啊:a|。:
67625,玛丽明天会很忙。,simplified,玛:ma3|丽:li4|明:ming2|天:tian1|会:hui4|很:hen3|忙:mang2|。:
67626,恭喜你！,neutral,恭:gong1|喜:xi3|你:ni3|！:
67627,这本书汤姆看了多久？,simplified,这:zhe4|本:ben3|书:shu1|汤:tang1|姆:mu3|看:kan4|了:le|多:duo1|久:jiu3|？:
67628,计划行不通。,simplified,计:ji4|划:hua4|行:xing2|不:bu4|通:tong1|。:
67629,计划行得通。,simplified,计:ji4|划:hua4|行:xing2|得:de2|通:tong1|。:
67630,我们都要认真仔细。,simplified,我:wo3|们:men|都:dou1|要:yao4|认:ren4|真:zhen1|仔:zi3|细:xi4|。:
67631,那是最重要的一点。,neutral,那:na4|是:shi4|最:zui4|重:zhong4|要:yao4|的:de|一:yi4|点:dian3|。:
67632,公司正在招聘员工。,simplified,公:gong1|司:si1|正:zheng4|在:zai4|招:zhao1|聘:pin4|员:yuan2|工:gong1|。:
67633,玛丽擅长翻译吗？,simplified,玛:ma3|丽:li4|擅:shan4|长:chang2|翻:fan1|译:yi4|吗:ma|？:
67634,我只是个普通人而已。,neutral,我:wo3|只:zhi3|是:shi4|个:ge4|普:pu3|通:tong1|人:ren2|而:er2|已:yi3|。:
67635,玛丽在车站迎接汤姆。,simplified,玛:ma3|丽:li4|在:zai4|车:che1|站:zhan4|迎:ying2|接:jie1|汤:tang1|姆:mu3|。:
67636,真是有够无聊！,neutral,真:zhen1|是:shi4|有:you3|够:gou4|无:wu2|聊:liao2|！:
67637,好好审视自己吧。,simplified,好:hao3|好:hao3|审:shen3|视:shi4|自:zi4|己:ji3|吧:ba|。:
67638,你能讲点有意思的事吗？,simplified,你:ni3|能:neng2|讲:jiang3|点:dian3|有:you3|意:yi4|思:si|的:de|事:shi4|吗:ma|？:
67639,我刚刚发了一篇文章。,simplified,我:wo3|刚:gang1|刚:gang1|发:fa1|了:le|一:yi1|篇:pian1|文:wen2|章:zhang1|。:
67640,我想画画了。,neutral,我:wo3|想:xiang3|画:hua4|画:hua4|了:le|。:
67641,请不要再拖延了！,simplified,请:qing3|不:bu2|要:yao4|再:zai4|拖:tuo1|延:yan2|了:le|！:
67642,你们好像在吵架。,simplified,你:ni3|们:men|好:hao3|像:xiang4|在:zai4|吵:chao3|架:jia4|。:
67643,这么着急干什么。,neutral,这:zhe4|么:me|着:zhao2|急:ji2|干:gan4|什:shen2|么:me|。:
67644,现在时间还早着呢！,simplified,现:xian4|在:zai4|时:shi2|间:jian1|还:hai2|早:zao3|着:zhe|呢:ne|！:
67645,什么时候放假？,neutral,什:shen2|么:me|时:shi2|候:hou4|放:fang4|假:jia4|？:
67646,医学书很厚。,simplified,医:yi1|学:xue2|书:shu1|很:hen3|厚:hou4|。:
67647,彩虹会出现在风雨后吗？,simplified,彩:cai3|虹:hong2|会:hui4|出:chu1|现:xian4|在:zai4|风:feng1|雨:yu3|后:hou4|吗:ma|？:
67648,雨下得很大。,neutral,雨:yu3|下:xia4|得:de2|很:hen3|大:da4|。:
67649,下冰雹了！,neutral,下:xia4|冰:bing1|雹:bao2|了:le|！:
67650,我已经忘记这些单词了。,simplified,我:wo3|已:yi3|经:jing1|忘:wang4|记:ji4|这:zhe4|些:xie1|单:dan1|词:ci2|了:le|。:
67651,再等十分钟！,simplified,再:zai4|等:deng3|十:shi2|分:fen1|钟:zhong1|！:
67652,我要去上课了。,simplified,我:wo3|要:yao4|去:qu4|上:shang4|课:ke4|了:le|。:
67653,你做好笔记了吗？,simplified,你:ni3|做:zuo4|好:hao3|笔:bi3|记:ji4|了:le|吗:ma|？:
67654,汤姆买了新专辑。,simplified,汤:tang1|姆:mu3|买:mai3|了:le|新:xin1|专:zhuan1|辑:ji2|。:
67655,玛丽买了鼠标垫。,simplified,玛:ma3|丽:li4|买:mai3|了:le|鼠:shu3|标:biao1|垫:dian4|。:
67656,我要去抽血了。,neutral,我:wo3|要:yao4|去:qu4|抽:chou1|血:xue4|了:le|。:
67657,我会唱法语歌了！,simplified,我:wo3|会:hui4|唱:chang4|法:fa3|语:yu3|歌:ge1|了:le|！:
67658,他在学习德语。,simplified,他:ta1|在:zai4|学:xue2|习:xi2|德:de2|语:yu3|。:
67659,她在学习荷兰语。,simplified,她:ta1|在:zai4|学:xue2|习:xi2|荷:he2|兰:lan2|语:yu3|。:
67660,小舌音对我来说不是很好发。,simplified,小:xiao3|舌:she2|音:yin1|对:dui4|我:wo3|来:lai2|说:shuo1|不:bu2|是:shi4|很:hen3|好:hao3|发:fa1|。:
67661,谁能看到事实呢？,simplified,谁:shui2|能:neng2|看:kan4|到:dao4|事:shi4|实:shi2|呢:ne|？:
67662,我们得保护语言。,simplified,我:wo3|们:men|得:de2|保:bao3|护:hu4|语:yu3|言:yan2|。:
67663,他们说语言消亡的速度很快…,simplified,他:ta1|们:men|说:shuo1|语:yu3|言:yan2|消:xiao1|亡:wang2|的:de|速:su4|度:du4|很:hen3|快:kuai4|…:
67664,她深爱着语言。,simplified,她:ta1|深:shen1|爱:ai4|着:zhe|语:yu3|言:yan2|。:
67665,世界上任何一种语言都是美丽的。,simplified,世:shi4|界:jie4|上:shang4|任:ren4|何:he2|一:yi1|种:zhong3|语:yu3|言:yan2|都:dou1|是:shi4|美:mei3|丽:li4|的:de|。:
67666,事实终究会浮出水面。,simplified,事:shi4|实:shi2|终:zhong1|究:jiu1|会:hui4|浮:fu2|出:chu1|水:shui3|面:mian4|。:
67667,他坠入了深渊。,simplified,他:ta1|坠:zhui4|入:ru4|了:le|深:shen1|渊:yuan1|。:
67668,世界多可爱啊！,simplified,世:shi4|界:jie4|多:duo1|可:ke3|爱:ai4|啊:a|！:
67669,我可不这么觉得。,simplified,我:wo3|可:ke3|不:bu4|这:zhe4|么:me|觉:jue2|得:de|。:
67670,你会几种语言？,simplified,你:ni3|会:hui4|几:ji3|种:zhong3|语:yu3|言:yan2|？:
67671,你睡得也太晚了吧。,neutral,你:ni3|睡:shui4|得:de2|也:ye3|太:tai4|晚:wan3|了:le|吧:ba|。:
67672,抱歉是我疏忽了。,neutral,抱:bao4|歉:qian4|是:shi4|我:wo3|疏:shu1|忽:hu1|了:le|。:
67673,你们在巴黎看到了什么？,simplified,你:ni3|们:men|在:zai4|巴:ba1|黎:li2|看:kan4|到:dao4|了:le|什:shen2|么:me|？:
67674,她已经写了几本书。,simplified,她:ta1|已:yi3|经:jing1|写:xie3|了:le|几:ji3|本:ben3|书:shu1|。:
67675,她哭着跑进房间。,simplified,她:ta1|哭:ku1|着:zhe|跑:pao3|进:jin4|房:fang2|间:jian1|。:
67676,她跑进房间哭。,simplified,她:ta1|跑:pao3|进:jin4|房:fang2|间:jian1|哭:ku1|。:
67677,你让我帮你。,simplified,你:ni3|让:rang4|我:wo3|帮:bang1|你:ni3|。:
67678,昨天星期五，所以他就休息了。,neutral,昨:zuo2|天:tian1|星:xing1|期:qi1|五:wu3|，:|所:suo3|以:yi3|他:ta1|就:jiu4|休:xiu1|息:xi1|了:le|。:
67679,这张帐单是5000日元。,simplified,这:zhe4|张:zhang1|帐:zhang4|单:dan1|是:shi4|5000:|日:ri4|元:yuan2|。:
67680,如果您有个主意，那厨房桌子就足够了。,neutral,如:ru2|果:guo3|您:nin2|有:you3|个:ge4|主:zhu3|意:yi4|，:|那:na4|厨:chu2|房:fang2|桌:zhuo1|子:zi|就:jiu4|足:zu2|够:gou4|了:le|。:
67681,这真是好得独一无二！,neutral,这:zhe4|真:zhen1|是:shi4|好:hao3|得:de2|独:du2|一:yi1|无:wu2|二:er4|！:
67682,世界处于混沌之中。,simplified,世:shi4|界:jie4|处:chu3|于:yu2|混:hun4|沌:dun4|之:zhi1|中:zhong1|。:
67683,玛丽亚是个漂亮女孩，但她的衣着很可笑。,simplified,玛:ma3|丽:li4|亚:ya4|是:shi4|个:ge4|漂:piao4|亮:liang4|女:nv3|孩:hai2|，:|但:dan4|她:ta1|的:de|衣:yi1|着:zhuo2|很:hen3|可:ke3|笑:xiao4|。:
67684,她做了个美梦。,neutral,她:ta1|做:zuo4|了:le|个:ge4|美:mei3|梦:meng4|。:
67685,如果有人早期对俾斯麦说他是个很好的演说家，他会很生气。那也太平淡了，他会说自己不是个好演说家，我说话结巴。我是个政治家，不是个好演说家。,simplified,如:ru2|果:guo3|有:you3|人:ren2|早:zao3|期:qi1|对:dui4|俾:bi3|斯:si1|麦:mai4|说:shuo1|他:ta1|是:shi4|个:ge4|很:hen3|好:hao3|的:de|演:yan3|说:shuo1|家:jia1|，:|他:ta1|会:hui4|很:hen3|生:sheng1|气:qi4|。:|那:na4|也:ye3|太:tai4|平:ping2|淡:dan4|了:le|，:|他:ta1|会:hui4|说:shuo1|自:zi4|己:ji3|不:bu2|是:shi4|个:ge4|好:hao3|演:yan3|说:shuo1|家:jia1|，:|我:wo3|说:shuo1|话:hua4|结:jie1|巴:ba|。:|我:wo3|是:shi4|个:ge4|政:zheng4|治:zhi4|家:jia1|，:|不:bu2|是:shi4|个:ge4|好:hao3|演:yan3|说:shuo1|家:jia1|。:
67686,一些德国伟人，包括歌德，贝多芬，莫扎特和爱因斯坦，都是左撇子。,simplified,一:yi1|些:xie1|德:de2|国:guo2|伟:wei3|人:ren2|，:|包:bao1|括:kuo4|歌:ge1|德:de2|，:|贝:bei4|多:duo1|芬:fen1|，:|莫:mo4|扎:zha1|特:te4|和:he2|爱:ai4|因:yin1|斯:si1|坦:tan3|，:|都:dou1|是:shi4|左:zuo3|撇:pie3|子:zi|。:
67687,那儿的小星星是所有星星里最亮的。,neutral,那:na4|儿:er2|的:de|小:xiao3|星:xing1|星:xing1|是:shi4|所:suo3|有:you3|星:xing1|星:xing1|里:li3|最:zui4|亮:liang4|的:de|。:
67688,你又生气了。,neutral,你:ni3|又:you4|生:sheng1|气:qi4|了:le|。:
67689,这是我在公交车上找到的雨伞。,simplified,这:zhe4|是:shi4|我:wo3|在:zai4|公:gong1|交:jiao1|车:che1|上:shang4|找:zhao3|到:dao4|的:de|雨:yu3|伞:san3|。:
67690,今晚我能为您做什么？,simplified,今:jin1|晚:wan3|我:wo3|能:neng2|为:wei4|您:nin2|做:zuo4|什:shen2|么:me|？:
67691,这是我帮你做的。,neutral,这:zhe4|是:shi4|我:wo3|帮:bang1|你:ni3|做:zuo4|的:de|。:
67692,我可以拿个面包吗？,simplified,我:wo3|可:ke3|以:yi3|拿:na2|个:ge4|面:mian4|包:bao1|吗:ma|？:
67693,我没买面包。,simplified,我:wo3|没:mei2|买:mai3|面:mian4|包:bao1|。:
67694,我们还不了解罪犯的动机。,simplified,我:wo3|们:men|还:hai2|不:bu4|了:liao3|解:jie3|罪:zui4|犯:fan4|的:de|动:dong4|机:ji1|。:
67695,请不要开枪！,simplified,请:qing3|不:bu2|要:yao4|开:kai1|枪:qiang1|！:
67696,没有录像证据。,simplified,没:mei2|有:you3|录:lu4|像:xiang4|证:zheng4|据:ju4|。:
67697,我哥在车祸中受伤了。,simplified,我:wo3|哥:ge1|在:zai4|车:che1|祸:huo4|中:zhong1|受:shou4|伤:shang1|了:le|。:
67698,不要再假装一切都好了，不是这样的！,simplified,不:bu2|要:yao4|再:zai4|假:jia3|装:zhuang1|一:yi1|切:qie4|都:dou1|好:hao3|了:le|，:|不:bu2|是:shi4|这:zhe4|样:yang4|的:de|！:
67699,他配不上你。,neutral,他:ta1|配:pei4|不:bu4|上:shang4|你:ni3|。:
67700,我能从布鲁克林的房间看到曼哈顿。,simplified,我:wo3|能:neng2|从:cong2|布:bu4|鲁:lu3|克:ke4|林:lin2|的:de|房:fang2|间:jian1|看:kan4|到:dao4|曼:man4|哈:ha1|顿:dun4|。:
67701,飞机十分钟前起飞了。,simplified,飞:fei1|机:ji1|十:shi2|分:fen1|钟:zhong1|前:qian2|起:qi3|飞:fei1|了:le|。:
67702,来迟了吗？,simplified,来:lai2|迟:chi2|了:le|吗:ma|？:
67703,汤姆继续做他做的事了。,simplified,汤:tang1|姆:mu3|继:ji4|续:xu4|做:zuo4|他:ta1|做:zuo4|的:de|事:shi4|了:le|。:
67704,你们为什么老打架？,simplified,你:ni3|们:men|为:wei4|什:shen2|么:me|老:lao3|打:da3|架:jia4|？:
67705,我想要另一个。,neutral,我:wo3|想:xiang3|要:yao4|另:ling4|一:yi2|个:ge4|。:
67706,我先游泳，然后去逛街。,neutral,我:wo3|先:xian1|游:you2|泳:yong3|，:|然:ran2|后:hou4|去:qu4|逛:guang4|街:jie1|。:
67707,我知道您接下来会问：“您毒杀了多少人？”,simplified,我:wo3|知:zhi1|道:dao4|您:nin2|接:jie1|下:xia4|来:lai2|会:hui4|问:wen4|：:|“:|您:nin2|毒:du2|杀:sha1|了:le|多:duo1|少:shao3|人:ren2|？:|”:
67708,尽管我已经想去这个地方好久了，但从来没勇气实现自己的愿望。,simplified,尽:jin3|管:guan3|我:wo3|已:yi3|经:jing1|想:xiang3|去:qu4|这:zhe4|个:ge|地:di4|方:fang1|好:hao3|久:jiu3|了:le|，:|但:dan4|从:cong2|来:lai2|没:mei2|勇:yong3|气:qi4|实:shi2|现:xian4|自:zi4|己:ji3|的:de|愿:yuan4|望:wang4|。:
67709,她打算离婚。,simplified,她:ta1|打:da3|算:suan4|离:li2|婚:hun1|。:
67710,你的美丽，你的心灵，/你的品德，你的恩情/将与我一同向坟墓走去。,simplified,你:ni3|的:de|美:mei3|丽:li4|，:|你:ni3|的:de|心:xin1|灵:ling2|，:|/:|你:ni3|的:de|品:pin3|德:de2|，:|你:ni3|的:de|恩:en1|情:qing2|/:|将:jiang1|与:yu3|我:wo3|一:yi1|同:tong2|向:xiang4|坟:fen2|墓:mu4|走:zou3|去:qu4|。:
67711,首都天气有雨。,neutral,首:shou3|都:du1|天:tian1|气:qi4|有:you3|雨:yu3|。:
67712,你必须听你母亲的建议。,simplified,你:ni3|必:bi4|须:xu1|听:ting1|你:ni3|母:mu3|亲:qin1|的:de|建:jian4|议:yi4|。:
67713,你需要更用心上课。,simplified,你:ni3|需:xu1|要:yao4|更:geng4|用:yong4|心:xin1|上:shang4|课:ke4|。:
67714,汤姆戴上头盔然后骑上了摩托车。,simplified,汤:tang1|姆:mu3|戴:dai4|上:shang4|头:tou2|盔:kui1|然:ran2|后:hou4|骑:qi2|上:shang4|了:le|摩:mo2|托:tuo1|车:che1|。:
67715,我们要在畅谈和沉思中结束旧年，迎接新年。,simplified,我:wo3|们:men|要:yao4|在:zai4|畅:chang4|谈:tan2|和:he2|沉:chen2|思:si1|中:zhong1|结:jie2|束:shu4|旧:jiu4|年:nian2|，:|迎:ying2|接:jie1|新:xin1|年:nian2|。:
67716,玛丽说她从来没有做过。,simplified,玛:ma3|丽:li4|说:shuo1|她:ta1|从:cong2|来:lai2|没:mei2|有:you3|做:zuo4|过:guo4|。:
67717,汤姆出去抽烟。,simplified,汤:tang1|姆:mu3|出:chu1|去:qu4|抽:chou1|烟:yan1|。:
67718,萨米在里面。,simplified,萨:sa4|米:mi3|在:zai4|里:li3|面:mian4|。:
67719,七减二是五。,neutral,七:qi1|减:jian3|二:er4|是:shi4|五:wu3|。:
67720,我想给我朋友选个礼物。,simplified,我:wo3|想:xiang3|给:gei3|我:wo3|朋:peng2|友:you3|选:xuan3|个:ge4|礼:li3|物:wu4|。:
67721,在第一个信号灯处右转。,simplified,在:zai4|第:di4|一:yi2|个:ge4|信:xin4|号:hao4|灯:deng1|处:chu4|右:you4|转:zhuan3|。:
67722,我们上周去了海滩。,simplified,我:wo3|们:men|上:shang4|周:zhou1|去:qu4|了:le|海:hai3|滩:tan1|。:
67723,汤姆经常在课堂上睡着。,simplified,汤:tang1|姆:mu3|经:jing1|常:chang2|在:zai4|课:ke4|堂:tang2|上:shang4|睡:shui4|着:zhao2|。:
67724,我想要个抱抱。,neutral,我:wo3|想:xiang3|要:yao4|个:ge4|抱:bao4|抱:bao4|。:
67725,汤姆是海豚训练员。,simplified,汤:tang1|姆:mu3|是:shi4|海:hai3|豚:tun2|训:xun4|练:lian4|员:yuan2|。:
67726,冷不是种物理量，而是种感觉。,simplified,冷:leng3|不:bu2|是:shi4|种:zhong3|物:wu4|理:li3|量:liang4|，:|而:er2|是:shi4|种:zhong3|感:gan3|觉:jue2|。:
67727,有人认为学习克林贡语，国际语，世界语等语言是在浪费时间。,simplified,有:you3|人:ren2|认:ren4|为:wei2|学:xue2|习:xi2|克:ke4|林:lin2|贡:gong4|语:yu3|，:|国:guo2|际:ji4|语:yu3|，:|世:shi4|界:jie4|语:yu3|等:deng3|语:yu3|言:yan2|是:shi4|在:zai4|浪:lang4|费:fei4|时:shi2|间:jian1|。:
67728,很多印尼人在说世界语吗？,simplified,很:hen3|多:duo1|印:yin4|尼:ni2|人:ren2|在:zai4|说:shuo1|世:shi4|界:jie4|语:yu3|吗:ma|？:
67729,花园仍旧处于阴凉处。,simplified,花:hua1|园:yuan2|仍:reng2|旧:jiu4|处:chu3|于:yu2|阴:yin1|凉:liang2|处:chu4|。:
67730,它好像是非结构性的。,simplified,它:ta1|好:hao3|像:xiang4|是:shi4|非:fei1|结:jie2|构:gou4|性:xing4|的:de|。:
67731,我有两把刷成白色的椅子可以送。,neutral,我:wo3|有:you3|两:liang3|把:ba3|刷:shua1|成:cheng2|白:bai2|色:se4|的:de|椅:yi3|子:zi|可:ke3|以:yi3|送:song4|。:
67732,汤姆看起来很帅。,simplified,汤:tang1|姆:mu3|看:kan4|起:qi3|来:lai2|很:hen3|帅:shuai4|。:
67733,我们怎样才能将其付出实践？,simplified,我:wo3|们:men|怎:zen3|样:yang4|才:cai2|能:neng2|将:jiang1|其:qi2|付:fu4|出:chu1|实:shi2|践:jian4|？:
67734,你更喜欢哪个牌子？,neutral,你:ni3|更:geng4|喜:xi3|欢:huan1|哪:na3|个:ge|牌:pai2|子:zi|？:
67735,这款手表是新型号。,neutral,这:zhe4|款:kuan3|手:shou3|表:biao3|是:shi4|新:xin1|型:xing2|号:hao4|。:
67736,让我们来谈谈怎么避免以后发生这种情况！,simplified,让:rang4|我:wo3|们:men|来:lai2|谈:tan2|谈:tan2|怎:zen3|么:me|避:bi4|免:mian3|以:yi3|后:hou4|发:fa1|生:sheng1|这:zhe4|种:zhong3|情:qing2|况:kuang4|！:
67737,我们不能再在工厂里用它了。,simplified,我:wo3|们:men|不:bu4|能:neng2|再:zai4|在:zai4|工:gong1|厂:chang3|里:li3|用:yong4|它:ta1|了:le|。:
67738,这里有出租毛巾的。,neutral,这:zhe4|里:li3|有:you3|出:chu1|租:zu1|毛:mao2|巾:jin1|的:de|。:
67739,难以抵抗给句子押韵的冲动。,simplified,难:nan2|以:yi3|抵:di3|抗:kang4|给:gei3|句:ju4|子:zi|押:ya1|韵:yun4|的:de|冲:chong1|动:dong4|。:
67740,吝啬是最大的贫穷。,simplified,吝:lin4|啬:se4|是:shi4|最:zui4|大:da4|的:de|贫:pin2|穷:qiong2|。:
67741,我很高兴我们同意。,simplified,我:wo3|很:hen3|高:gao1|兴:xing4|我:wo3|们:men|同:tong2|意:yi4|。:
67742,发生这种情况的几率多大？,simplified,发:fa1|生:sheng1|这:zhe4|种:zhong3|情:qing2|况:kuang4|的:de|几:ji1|率:lv4|多:duo1|大:da4|？:
67743,他把衬衫脱了。,simplified,他:ta1|把:ba3|衬:chen4|衫:shan1|脱:tuo1|了:le|。:
67744,“祝好胃口！”“同祝。”,neutral,“:|祝:zhu4|好:hao3|胃:wei4|口:kou3|！:|”:|“:|同:tong2|祝:zhu4|。:|”:
67745,汤姆有它们其中的三个。,simplified,汤:tang1|姆:mu3|有:you3|它:ta1|们:men|其:qi2|中:zhong1|的:de|三:san1|个:ge4|。:
67746,你们怎么回事？,simplified,你:ni3|们:men|怎:zen3|么:me|回:hui2|事:shi4|？:
67747,德语难学吗？,simplified,德:de2|语:yu3|难:nan2|学:xue2|吗:ma|？:
67748,我不会想你们的。,simplified,我:wo3|不:bu2|会:hui4|想:xiang3|你:ni3|们:men|的:de|。:
67749,汤姆知道他的时间不多了。,simplified,汤:tang1|姆:mu3|知:zhi1|道:dao4|他:ta1|的:de|时:shi2|间:jian1|不:bu4|多:duo1|了:le|。:
67750,汤姆在外边等玛利亚。,simplified,汤:tang1|姆:mu3|在:zai4|外:wai4|边:bian1|等:deng3|玛:ma3|利:li4|亚:ya4|。:
67751,你在学什么？,simplified,你:ni3|在:zai4|学:xue2|什:shen2|么:me|？:
67752,他不感兴趣。,simplified,他:ta1|不:bu4|感:gan3|兴:xing4|趣:qu4|。:
67753,门在哪里？,simplified,门:men2|在:zai4|哪:na3|里:li3|？:
67754,他周围只有黑暗，他从出生的那一刻起就失明了。,simplified,他:ta1|周:zhou1|围:wei2|只:zhi3|有:you3|黑:hei1|暗:an4|，:|他:ta1|从:cong2|出:chu1|生:sheng1|的:de|那:na4|一:yi1|刻:ke4|起:qi3|就:jiu4|失:shi1|明:ming2|了:le|。:
67755,我弟弟虽然很小，但最近成长了不少。,simplified,我:wo3|弟:di4|弟:di|虽:sui1|然:ran2|很:hen3|小:xiao3|，:|但:dan4|最:zui4|近:jin4|成:cheng2|长:zhang3|了:le|不:bu4|少:shao3|。:
